team,name,Min,CleanSheet,PsOnHfFl,Recovery,GoalCncd,GoalCnIBx,Saves,SvClct,SvDive,SvHands,SvInBox,SvOutBox,SvPrdSaf,SvStand,BgChncFace,ExpGAg
HFX Wanderers,Jan-Michael Williams,90,0,1,0,2,2,2,0,0,1,2,0,1,0,2,1.66
HFX Wanderers,Jan-Michael Williams,90,1,2,3,0,0,6,4,1,6,2,4,1,3,0,0.29
HFX Wanderers,Jan-Michael Williams,90,0,1,3,2,2,1,0,1,1,1,0,0,0,2,1.04
HFX Wanderers,Jan-Michael Williams,90,0,2,3,2,2,5,3,2,5,4,1,1,2,3,1.81
HFX Wanderers,Jan-Michael Williams,90,0,5,2,1,1,3,1,1,3,3,0,2,0,2,0.64
HFX Wanderers,Jan-Michael Williams,90,0,0,2,6,5,3,1,3,2,2,1,1,0,1,0.92
HFX Wanderers,Jan-Michael Williams,90,0,2,3,1,1,1,0,1,1,1,0,1,0,1,0.58
HFX Wanderers,Jan-Michael Williams,45,0,0,0,2,0,6,1,3,4,5,1,5,1,2,1.17
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HFX Wanderers,Jan-Michael Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Colm Vance,90,0,1,1,2,1,4,0,3,3,3,1,3,0,1,0.9
York9,Colm Vance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Colm Vance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Colm Vance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Colm Vance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Colm Vance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,90,0,5,3,3,0,4,2,1,3,1,3,1,0,2,1.65
Cavalry,Nikolas Giantsopoulos,90,0,3,0,1,1,5,2,2,5,2,3,3,0,2,1.69
Cavalry,Nikolas Giantsopoulos,90,1,2,1,0,0,4,2,2,3,2,2,2,1,1,0.76
Cavalry,Nikolas Giantsopoulos,90,1,1,0,0,0,8,3,1,8,5,3,1,3,3,1.81
Cavalry,Nikolas Giantsopoulos,90,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.06
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cavalry,Nikolas Giantsopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,90,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0.73
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
York9,Matthew Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
