team,name,position,tp,number,nationality,dob,image,flag,link,overall,display,p,al,gl,ol
Valour FC,Moses Dyer,m,8,6,New Zealand,1997-03-21,Moses-Dyer.png,NewZealand.png,https://en.wikipedia.org/wiki/Moses_Dyer,0.2,Moses Dyer,0,0,0,0
Valour FC,Rafael Galhardo,d,2,-,Brazil,1991-10-30,empty.jpg,Brazil.png,https://en.wikipedia.org/wiki/Valour FC,0.0,Rafael Galhardo,0,0,0,0
Valour FC,Raphael Ohin,m,8,27,Ghana,1995-05-25,Raphael-Ohin.jpg,Ghana.png,https://en.wikipedia.org/wiki/Raphael_Ohin,0.5,Raphael Ohin,0,0,0,0
Valour FC,Rodrigo Reyes Orozco,d,4,-,Mexico,2001-02-01,empty.jpg,Mexico.png,https://en.wikipedia.org/wiki/Valour FC,0.0,Rodrigo Reyes,0,0,0,0
Valour FC,Sean Rea,f,9,-,Canada,2002-05-15,empty.jpg,Canada.png,https://en.wikipedia.org/wiki/Valour FC,0.0,Sean Rea,0,0,0,0
Valour FC,Stefan Cebara,m,11,14,Canada,1991-04-12,Stefan-Cebara.png,Canada.png,https://en.wikipedia.org/wiki/Stefan_Cebara,0.46,Stefan Cebara,0,0,0,0
Valour FC,Tony Mikhael,d,4,-,Canada,2000-03-01,empty.jpg,Canada.png,https://en.wikipedia.org/wiki/Valour FC,0.0,Tony Mikhael,0,0,0,0
Valour FC,William Akio,f,9,-,Canada,1998-07-23,empty.jpg,Canada.png,https://en.wikipedia.org/wiki/Valour FC,0.0,William Akio,0,0,0,0
York United FC,Álvaro Rivero Sánchez,f,9,7,Spain,1997-04-17,Alvaro-Rivero.jpg,Spain.png,https://en.wikipedia.org/wiki/York_United_FC,0.21,Álvaro Rivero,0,0,0,0
York United FC,Cedric Toussaint,m,10,28,Canada,2001-03-29,empty.jpg,Canada.png,https://en.wikipedia.org/wiki/York United FC,0.0,Cedric Toussaint,0,0,0,0
York United FC,Chrisnovic N'Sa,d,4,6,Canada,1999-01-28,Chrisnovic-Nsa.jpg,Canada.png,https://en.wikipedia.org/wiki/Chrisnovic_N'sa,0.68,Chris N'sa,0,0,0,0
York United FC,Diyaeddine Abzi,d,3,20,Canada,1998-11-23,Diyaeddine-Abzi.jpg,Canada.png,https://en.wikipedia.org/wiki/Diyaeddine_Abzi,0.36,Diyaeddine Abzi,0,0,0,0
York United FC,Dominick Zator,d,4,4,Canada,1994-09-18,Dominick-Zator.jpg,Canada.png,https://en.wikipedia.org/wiki/Dominick_Zator,0.55,Dominick Zator,0,0,0,0
York United FC,Felix N'Sa,m,6,36,Canada,2003-09-25,empty.jpg,Canada.png,https://en.wikipedia.org/wiki/York United FC,0.0,Felix N'Sa,0,0,0,0
York United FC,Gerard Lavergne,m,8,23,Dominican Republic,1999-01-25,empty.jpg,DominicanRepublic.png,https://en.wikipedia.org/wiki/York United FC,0.0,Gerard Lavergne,0,0,0,0
York United FC,Ijah Halley,d,7,14,Canada,2001-04-28,Ijah-Halley.jpg,Canada.png,https://en.wikipedia.org/wiki/York_United_FC,0.13,Ijah Halley,0,0,0,0
York United FC,Isaiah Johnston,m,8,44,Canada,2001-08-14,Isaiah-Johnston.jpg,Canada.png,https://en.wikipedia.org/wiki/Adrián_Ugarriza,0.01,Isaiah Johnston,0,0,0,0
York United FC,Jordan Faria,m,8,70,Canada,0200-06-13,empty.jpg,Canada.png,https://en.wikipedia.org/wiki/York United FC,0.0,Jordan Faria,0,0,0,0
York United FC,Jordan Wilson,m,4,4,Canada,1991-10-31,empty.jpg,Canada.png,https://en.wikipedia.org/wiki/York United FC,0.0,Jordan Wilson,0,0,0,0
York United FC,Julian Ulbricht,f,9,17,Germany,1999-06-16,empty.jpg,Germany.png,https://en.wikipedia.org/wiki/Julian_Ulbricht,0.0,Julian Ulbricht,0,0,0,0
York United FC,Lisandro Cabrera,f,9,9,Argentina,1998-01-04,empty.jpg,Argentina.png,https://en.wikipedia.org/wiki/York United FC,0.0,Lisandro Cabrera,0,0,0,0
York United FC,Lowell Wright,f,9,80,Canada,2001-04-28,Lowell-Wright.jpg,Canada.png,https://en.wikipedia.org/wiki/York_United_FC,0.1,Lowell Wright,0,0,0,0
York United FC,Mateo Hernandez,f,10,10,Argentina,1998-10-05,empty.jpg,Argentina.png,https://en.wikipedia.org/wiki/York_United_FC,0.0,Mateo Hernandez,0,0,0,0
York United FC,Max Ferrari,m,8,16,Canada,2000-08-20,Max-Ferrari.jpg,Canada.png,https://en.wikipedia.org/wiki/Max_Ferrari,0.32,Max Ferrari,0,0,0,0
York United FC,Michael Petrasso,m,11,21,Canada,1995-07-09,Michael-Petrasso.jpg,Canada.png,https://en.wikipedia.org/wiki/Michael_Petrasso,0.18,Michael Petrasso,0,0,0,0
York United FC,Nathan Ingham,g,1,29,Canada,1993-06-27,Nathan-Ingham.jpg,Canada.png,https://en.wikipedia.org/wiki/Nathan_Ingham,0.65,Nathan Ingham,0,0,0,0
York United FC,Nicholas Hamilton,f,9,11,Jamaica,1996-03-16,empty.jpg,Jamaica.png,https://en.wikipedia.org/wiki/York United FC,0.0,Nicholas Hamilton,0,0,0,0
York United FC,Nikolaos Giantsopoulos,g,1,22,Canada,1994-06-24,Niko-Giantsopoulos.jpg,Canada.png,https://en.wikipedia.org/wiki/Nikolas_Giantsopoulos,0.12,Niko Giantsopoulos,0,0,0,0
York United FC,Noah Verhoeven,m,8,19,Canada,1999-06-15,Noah-Verhoeven.png,Canada.png,https://en.wikipedia.org/wiki/Noah_Verhoeven,0.29,Noah Verhoeven,0,0,0,0
York United FC,Osvaldo Ramirez,f,9,13,Mexico,1997-05-13,empty.jpg,Mexico.png,https://en.wikipedia.org/wiki/Osvaldo_Ramirez,0.0,Osvaldo Ramirez,0,0,0,0
York United FC,Roger Thompson,d,5,6,Canada,1991-12-19,Roger-Thompson.jpg,Canada.png,https://en.wikipedia.org/wiki/Roger_Thompson,0.54,Roger Thompson,0,0,0,0
York United FC,Ryan Lindsay,d,4,42,Canada,2001-12-04,empty.jpg,Canada.png,https://en.wikipedia.org/wiki/York United FC,0.0,Ryan Lindsay,0,0,0,0
York United FC,Sebastián Gutiérrez,m,10,8,Colombia,1997-09-29,empty.jpg,Colombia.png,https://en.wikipedia.org/wiki/York United FC,0.0,Sebastián Gutiérrez,0,0,0,0
York United FC,Terique Mohammed,d,3,57,Canada,2000-01-27,Terique-Mohammed.jpg,Canada.png,https://en.wikipedia.org/wiki/Terique_Mohammed,0.37,Terique Mohammed,0,0,0,1
York United FC,William Wallace,f,11,99,Brazil,2002-07-04,empty.jpg,Brazil.png,https://en.wikipedia.org/wiki/York United FC,0.0,William Wallace,0,0,0,0
